address,price,gross_tax,strata_maintenance_fees,bedrooms,bathrooms,property_type,property_age,title,heating_type,feature,amenities,appliances,community,days_on_rew,property_views,mls®_number,source,frontage,lot_size,year_built,depth,half_bathrooms,lot_width,lot_length,age,bungalow,storey,basement,laneway_house,garage,split_entry
21 Hythe Avenue,2968000,5666,,3.0,3.0,house,,freehold nonstrata,"natural gas,radiant","oven - built in, security system","air conditioning, recreation nearby, shopping nearby, swimming pool equipment","clothes washer/dryer, dishwasher, disposal - waste, microwave, range top, refrigerator",capitol hill,44 days,748.0,r2757656,rebgv,33.00 feet,4026,2004,122,1.0,33,33,19.0,0,2,1,0,0,0
5977 Mcmurray Avenue,2198000,5348,,5.0,3.0,house,,freehold nonstrata,"hot water,radiant",drapes/window coverings,"recreation nearby, shopping nearby","clothes washer/dryer, refrigerator, stove",forest glen,37 days,944.0,r2759490,rebgv,33.00 feet,4059,1993,123,0.0,33,33,30.0,0,2,0,0,0,0
5119 Marine Drive,1750000,4436,,5.0,3.0,house,,freehold nonstrata,forced air,,"golf course nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,big bend,48 days,979.0,r2756907,rebgv,66.00 feet,6996,1959,106.00,0.0,66,66,64.0,0,2,0,0,-1,0
7378 Morley Street,4290000,12227,,7.0,6.0,house,,freehold nonstrata,"heat recovery ventilator, hot water,natural gas,radiant","drapes/window coverings, garage door opener, heat recovery ventilator, smoke alarm","air conditioning, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,upper deer lake,40 days,703.0,r2758852,rebgv,91.00 feet,10556,2014,116,1.0,91,91,9.0,0,2,1,0,1,0
3345 Cardinal Drive,2399000,5982,,3.0,2.0,house,,freehold nonstrata,"forced air,heat pump","cul-de-sac, garage door opener",air conditioning,washer/dryer/fridge/stove/dishwasher,government road,49 days,1056.0,r2756644,rebgv,85.00 feet,10382,1971,113,1.0,85,85,52.0,0,3,0,0,1,0
6195 Grant Street,4180000,0,,6.0,5.0,house,,freehold nonstrata,,,,,parkcrest,49 days,2065.0,r2756581,rebgv,66.00 feet,8056,2022,122.05,2.0,66,66,1.0,0,3,0,0,-1,0
8233 Government Road,4498000,10215,,7.0,6.0,house,,freehold nonstrata,radiant,"drapes/window coverings, garage door opener","air conditioning, shopping nearby","dishwasher, in suite laundry, washer/dryer/fridge/stove/dishwasher",government road,49 days,744.0,r2756312,rebgv,75.00 feet,10500,2014,140,2.0,75,75,9.0,0,2,1,0,1,0
173 N Howard Avenue,2138000,5984,,4.0,4.0,house,,freehold nonstrata,radiant,"drapes/window coverings, garage door opener, oven - built in, security system, vacuum - built in","golf course nearby, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",capitol hill,50 days,1943.0,r2756096,rebgv,33.00 feet,4026,1994,122,0.0,33,33,29.0,0,2,1,0,1,0
7356 Braeside Drive,2940000,8011,,2.0,1.0,house,,freehold nonstrata,forced air,cul-de-sac,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,westridge,51 days,284.0,r2755785,rebgv,0.00 feet,,1951,,0.0,,,72.0,0,1,0,0,0,0
7235 Bayview Drive,6940000,13626,,6.0,4.0,house,,freehold nonstrata,"baseboard,natural gas,radiant","cul-de-sac, garage door opener, intercom, oven - built in, security system, smoke alarm, vacuum - built in","recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,westridge,51 days,551.0,r2755831,rebgv,0.00 feet,,1988,,1.0,,,35.0,0,2,1,0,1,0
7741 Wedgewood Street,1999900,6104,,7.0,3.0,house,,freehold nonstrata,mixed,,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,burnaby lake,65 days,2057.0,r2752643,rebgv,0.00 feet,,1986,,2.0,,,37.0,0,1,0,0,-1,0
8579 Gilley Avenue,3388000,6687,,6.0,6.0,house,,freehold nonstrata,"hot water,radiant,solar","garage door opener, oven - built in, security system, wet bar",shopping nearby,"dishwasher, microwave, refrigerator, washer/dryer/fridge/stove/dishwasher",south slope,54 days,793.0,r2755093,rebgv,70.00 feet,,2016,,1.0,,,7.0,0,2,1,0,1,0
3763 Fir Street,3788000,6465,,9.0,8.0,house,,freehold nonstrata,"hot water,natural gas,radiant","fireplace insert, security system",air conditioning,"microwave, washer/dryer/fridge/stove/dishwasher",burnaby hospital,55 days,2007.0,r2754887,rebgv,53.00 feet,6254,2023,118.00,1.0,53,53,0.0,0,2,1,0,0,0
7691 Mcgregor Avenue,2199000,5732,,6.0,2.0,house,,freehold nonstrata,"forced air,natural gas",,"shopping nearby, storage, workshop detached",washer/dryer/fridge/stove/dishwasher,south slope,56 days,1912.0,r2755053,rebgv,53.00 feet,10452,1947,197.00,0.0,53,53,76.0,0,2,0,0,-1,0
5480 Pandora Street,3398000,8799,,8.0,6.0,house,,freehold nonstrata,heat pump,drapes/window coverings,"golf course nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,capitol hill,57 days,1774.0,r2754422,rebgv,63.60 feet,7945,2011,125,1.0,63,63,12.0,0,2,1,0,0,0
3773 Burke Street,4588000,7809,,6.0,3.0,house,,freehold nonstrata,"baseboard,electric","drapes/window coverings, garage door opener",,washer/dryer/fridge/stove/dishwasher,central park,57 days,392.0,r2754079,rebgv,50.00 feet,17009,1990,17009,1.0,50,50,33.0,0,2,0,0,1,0
6151 Sumas Street,3199000,7025,,6.0,6.0,house,,freehold nonstrata,"hot water,radiant","drapes/window coverings, garage door opener, oven - built in, security system, windows - thermo","air conditioning, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher, wine cooler",parkcrest,57 days,675.0,r2754223,rebgv,0.00 feet,,2015,,1.0,,,8.0,0,2,1,0,1,0
6224 Dawson Street,1988000,4737,,5.0,2.0,house,,freehold nonstrata,forced air,,"recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",parkcrest,72 days,2844.0,r2750971,rebgv,60.00 feet,7200,1955,120.00,1.0,60,60,68.0,0,1,0,0,-1,0
7428 Stanley Street,3298000,8594,,5.0,5.0,house,,freehold nonstrata,"hot water,radiant","drapes/window coverings, garage door opener, security system, vacuum - built in","air conditioning, recreation nearby, shopping nearby","washer/dryer/fridge/stove/dishwasher, wine cooler",buckingham heights,63 days,1532.0,r2753226,rebgv,75.00 feet,7500,2011,100.00,2.0,75,75,12.0,0,2,1,0,1,0
1740 Beta Avenue,2799999,6683,,4.0,2.0,house,,freehold nonstrata,"forced air,natural gas",,shopping nearby,"in suite laundry, washer/dryer/fridge/stove/dishwasher",brentwood park,65 days,1617.0,r2752689,rebgv,0.00 feet,,1955,,1.0,,,68.0,0,4,0,0,-1,0
5990 Irmin Street,2088000,5683,,4.0,4.0,house,,freehold nonstrata,forced air,garden,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,metrotown,76 days,729.0,r2750253,rebgv,72.00 feet,,1923,,0.0,,,100.0,0,2,1,0,0,0
8245 Burnfield Crescent,1899000,4941,,6.0,3.0,house,,freehold nonstrata,"baseboard,electric",garage door opener,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,burnaby lake,65 days,3176.0,r2752716,rebgv,65.00 feet,7424,1974,122.7,0.0,65,65,49.0,0,2,0,0,1,0
6488 Gordon Avenue,4688000,12943,,7.0,7.0,house,,freehold nonstrata,"heat recovery ventilator, hot water,natural gas,radiant","fireplace insert, garage door opener, heat recovery ventilator, satellite dish, security system, smoke alarm, vacuum - built in","air conditioning, central air conditioning, recreation nearby, shopping nearby","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",buckingham heights,77 days,1825.0,r2750105,rebgv,74.00 feet,9324,2018,126,1.0,74,74,5.0,0,2,1,0,1,0
5891 Mckee Street,2799000,6877,,7.0,6.0,house,,freehold nonstrata,"heat recovery ventilator, radiant","garage door opener, heat recovery ventilator, oven - built in, security system, smoke alarm","air conditioning, golf course nearby, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",south slope,95 days,1247.0,r2745585,rebgv,50.00 feet,6100,2011,122,0.0,50,50,12.0,0,2,1,0,1,0
5021 Parker Street,3980000,5251,,7.0,7.0,house,,freehold nonstrata,radiant,"drapes/window coverings, garage door opener","air conditioning, central air conditioning","dishwasher, in suite laundry, washer/dryer/fridge/stove/dishwasher",brentwood park,99 days,2710.0,r2744801,rebgv,65.00 feet,7930,2022,122,1.0,65,65,1.0,0,2,1,0,1,0
7718 Mayfield Street,2299000,6968,,8.0,5.0,house,,freehold nonstrata,radiant,"garden, security system, smoke alarm, vacuum - built in","air conditioning, central air conditioning, shopping nearby",washer/dryer/fridge/stove/dishwasher,burnaby lake,99 days,1468.0,r2744923,rebgv,0.00 feet,,2011,,1.0,,,12.0,0,2,0,0,0,0
8871 Monroe Avenue,3188000,9398,,8.0,7.0,house,,freehold nonstrata,"heat recovery ventilator, hot water,radiant","drapes/window coverings, garage door opener, heat recovery ventilator, oven - built in, security system, vacuum - built in","air conditioning, central air conditioning","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",the crest,101 days,6150.0,r2744692,rebgv,78.00 feet,7722,2019,99,3.0,78,78,4.0,0,-1,0,0,1,0
7675 Burgess Street,2498000,3757,,5.0,6.0,house,,freehold nonstrata,"hot water,radiant","drapes/window coverings, garage door opener, security system, vacuum - built in","air conditioning, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher, wine cooler",edmonds,139 days,1705.0,r2741101,rebgv,33.00 feet,3630,2023,110,2.0,33,33,0.0,0,3,0,0,1,0
6141 Bryant Street,2888000,6178,,5.0,6.0,house,,freehold nonstrata,"forced air,natural gas,radiant","oven - built in, vacuum - built in","air conditioning, central air conditioning, recreation nearby, shopping nearby, swimming pool equipment","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",upper deer lake,171 days,2014.0,r2734710,rebgv,51.00 feet,6375,2011,125,1.0,51,51,12.0,0,2,1,0,0,0
5767 Spruce Street,2100000,5390,,3.0,2.0,house,,freehold nonstrata,"forced air,natural gas",drapes/window coverings,shopping nearby,washer/dryer/fridge/stove/dishwasher,deer lake place,178 days,1264.0,r2733289,rebgv,77.00 feet,7546,1969,98,1.0,77,77,54.0,0,2,0,0,0,0
6063 9th Avenue,1790000,4878,,3.0,1.0,house,,freehold nonstrata,,cul-de-sac,"golf course nearby, shopping nearby",,big bend,155 days,1195.0,r2738311,rebgv,125.55 feet,,1932,356.99,0.0,125,125,91.0,0,1,0,0,0,0
7089 Malibu Drive,1599000,4653,,3.0,1.0,house,,freehold nonstrata,,,"golf course nearby, recreation nearby, shopping nearby",,westridge,196 days,2387.0,r2729026,rebgv,65.00 feet,7949,1950,120,0.0,65,65,73.0,0,1,0,0,-1,0
7989 Mcgregor Avenue,1998000,4987,,5.0,2.0,house,,freehold nonstrata,"electric,forced air",,,"in suite laundry, washer/dryer/fridge/stove/dishwasher",south slope,206 days,1073.0,r2726144,rebgv,60.00 feet,8700,1949,145,0.0,60,60,74.0,1,-1,1,0,-1,0
1618 Crestlawn Drive,2198000,5558,,8.0,4.0,house,,freehold nonstrata,"hot water,natural gas","garage door opener, security system",,washer/dryer/fridge/stove/dishwasher,brentwood park,244 days,4443.0,r2715988,rebgv,61.00 feet,7320,1968,120,0.0,61,61,55.0,0,2,0,0,1,0
4858 Pender Street,2998000,0,,6.0,5.0,house,,freehold nonstrata,"heat recovery ventilator, heat pump,radiant","drapes/window coverings, garage door opener, heat recovery ventilator, oven - built in, vacuum - built in",air conditioning,"disposal - waste, in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",capitol hill,251 days,4779.0,r2715662,rebgv,33.00 feet,4026,2022,122,2.0,33,33,1.0,0,2,1,0,1,0
5226 Pandora Street,4559998,8736,,6.0,8.0,house,,freehold nonstrata,,,,,capitol hill,1 day,,r2769008,rebgv,65.00 feet,7020,2020,108,1.0,65,65,3.0,0,2,1,0,-1,0
123 Glynde Avenue,1849000,4747,,5.0,2.0,house,,freehold nonstrata,"baseboard,electric,forced air",,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,capitol hill,1 day,,r2769064,rebgv,33.00 feet,3993,1963,121,0.0,33,33,60.0,0,2,0,0,-1,0
3757 Banting Place,1798000,5450,,4.0,2.0,house,,freehold nonstrata,,cul-de-sac,"golf course nearby, recreation nearby, shopping nearby",,suncrest,2 days,18.0,r2768766,rebgv,42.40 feet,9501,1969,irr,2.0,42,42,54.0,1,-1,1,0,0,0
6060 Bryant Street,2349000,5675,,5.0,4.0,house,,freehold nonstrata,"forced air,natural gas",,,washer/dryer/fridge/stove/dishwasher,upper deer lake,2 days,57.0,r2768940,rebgv,50.00 feet,6000,1966,120,0.0,50,50,57.0,0,2,0,0,-1,0
7310 Imperial Street,2135000,5632,,9.0,3.0,house,,freehold nonstrata,"electric,forced air",,,"in suite laundry, washer/dryer/fridge/stove/dishwasher",upper deer lake,2 days,24.0,r2768753,rebgv,78.00 feet,7810,1967,100.00,2.0,78,78,56.0,0,2,0,0,-1,0
3710 Pandora Street,2699000,7114,,4.0,4.0,house,,freehold nonstrata,"forced air,natural gas,other",,,washer/dryer/fridge/stove/dishwasher,vancouver heights,2 days,29.0,r2768838,rebgv,72.00 feet,7200,1920,100.00,0.0,72,72,103.0,0,3,0,0,-1,0
1921 Holdom Avenue,1598000,4652,,3.0,2.0,house,,freehold nonstrata,"forced air,natural gas",drapes/window coverings,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,parkcrest,2 days,241.0,r2768788,rebgv,50.00 feet,7000,1955,140,0.0,50,50,68.0,1,-1,1,0,0,0
6554 Charles Street,1999900,6033,,4.0,2.0,house,,freehold nonstrata,forced air,storage shed,,washer/dryer/fridge/stove/dishwasher,sperling-duthie,2 days,37.0,r2768764,rebgv,66.00 feet,8052,1962,122,1.0,66,66,61.0,0,2,0,0,0,0
110 N Warwick Avenue,2625000,6593,,3.0,2.0,house,,freehold nonstrata,"hot water,radiant","pantry, security system, smoke alarm, vacuum - built in, windows - thermo","air conditioning, central air conditioning","microwave, washer/dryer/fridge/stove/dishwasher",capitol hill,2 days,46.0,r2768683,rebgv,0.00 feet,3998,2016,0.00,1.0,0,0,7.0,0,2,1,0,0,0
7515 2nd Street,2678000,3833,,6.0,5.0,house,,freehold nonstrata,"heat recovery ventilator, hot water,natural gas,radiant","garage door opener, heat recovery ventilator, security system, vacuum - built in, wet bar",,"in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",east burnaby,2 days,35.0,r2768560,rebgv,34.78 feet,3820,2023,110,1.0,34,34,0.0,0,2,1,0,1,0
5353 Meadedale Drive,1999990,5879,,7.0,4.0,house,,freehold nonstrata,"forced air,natural gas","drapes/window coverings, fireplace insert",shopping nearby,washer/dryer/fridge/stove/dishwasher,parkcrest,4 days,309.0,r2768212,rebgv,60.00 feet,7200,1968,120,0.0,60,60,55.0,0,2,0,0,0,0
7883 Welsley Drive,2099000,5356,,6.0,3.0,house,,freehold nonstrata,"baseboard,forced air",garage door opener,recreation nearby,washer/dryer/fridge/stove/dishwasher,burnaby lake,6 days,204.0,r2768055,rebgv,60.00 feet,,1975,,1.0,,,48.0,0,2,0,0,1,0
4833 Greentree Place,1198000,4174,,3.0,2.0,house,,freehold nonstrata,forced air,,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,greentree village,6 days,1377.0,r2767802,rebgv,33.00 feet,2937,1974,89,2.0,33,33,49.0,0,2,1,0,-1,0
7753 13th Avenue,2798000,4417,,6.0,0.0,house,,freehold nonstrata,radiant,,"air conditioning, central air conditioning",,east burnaby,7 days,176.0,r2767670,rebgv,55.00 feet,6050,2023,110,6.0,55,55,0.0,0,2,1,0,-1,0
2956 Noel Drive,1588888,4594,,5.0,2.0,house,,freehold nonstrata,"baseboard,forced air,natural gas",,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,sullivan heights,7 days,756.0,r2767617,rebgv,60.00 feet,7200,1958,120,0.0,60,60,65.0,1,-1,1,0,-1,0
4209 Winnifred Street,2388000,5508,,5.0,2.0,house,,freehold nonstrata,,,,,south slope,7 days,195.0,r2767661,rebgv,60.00 feet,8280,1960,138.00,0.0,60,60,63.0,0,2,0,0,-1,0
9977 Sullivan Street,3250000,4751,,8.0,7.0,house,,freehold nonstrata,heat pump,"cul-de-sac, oven - built in, security system, smoke alarm","air conditioning, central air conditioning, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",sullivan heights,7 days,237.0,r2767395,rebgv,63.16 feet,9125,2023,140,2.0,63,63,0.0,0,2,1,0,0,0
7120 Boundary Road,1849000,5632,,5.0,3.0,house,,freehold nonstrata,forced air,,"air conditioning, central air conditioning, golf course nearby, recreation nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",suncrest,7 days,844.0,r2767526,rebgv,66.00 feet,8052,1993,122,0.0,66,66,30.0,0,2,0,0,-1,0
5020 Venables Street,1988000,5817,,3.0,2.0,house,,freehold nonstrata,"forced air,natural gas",jetted bathtub,"golf course nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,brentwood park,7 days,403.0,r2767564,rebgv,66.00 feet,8052,1960,122,0.0,66,66,63.0,0,2,0,0,0,1
7345 Punnett Close,2698000,7036,,6.0,3.0,house,,freehold nonstrata,"baseboard,hot water,natural gas",cul-de-sac,recreation nearby,washer/dryer/fridge/stove/dishwasher,deer lake,7 days,166.0,r2767330,rebgv,0.00 feet,11555,1960,0,0.0,0,0,63.0,0,1,0,0,0,0
5685 Forest Street,2088000,5788,,5.0,2.0,house,,freehold nonstrata,"baseboard,forced air,natural gas",,,washer/dryer/fridge/stove/dishwasher,deer lake place,7 days,162.0,r2767270,rebgv,80.00 feet,7280,1970,91.00,1.0,80,80,53.0,0,3,0,0,-1,0
4104 Trinity Street,1764900,4993,,5.0,3.0,house,,freehold nonstrata,electric,,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,vancouver heights,7 days,434.0,r2767038,rebgv,33.00 feet,4026,1959,122,0.0,33,33,64.0,0,2,0,0,-1,0
6070 Elgin Avenue,1997000,6605,,3.0,2.0,house,,freehold nonstrata,forced air,garden,shopping nearby,in suite laundry,forest glen,8 days,391.0,r2766565,rebgv,63.00 feet,9765,1955,155,0.0,63,63,68.0,0,3,0,0,0,0
5581 Forglen Drive,2998000,7790,,5.0,6.0,house,,freehold nonstrata,"hot water,natural gas,radiant","garage door opener, security system, smoke alarm, vacuum - built in, wet bar","air conditioning, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,forest glen,8 days,366.0,r2767138,rebgv,60.00 feet,6900,2015,115,1.0,60,60,8.0,0,2,1,0,1,0
4147 Georgia Street,1998000,5697,,4.0,3.0,house,,freehold nonstrata,"hot water,radiant","security system, smoke alarm","recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,vancouver heights,8 days,629.0,r2766888,rebgv,33.00 feet,4026,1997,122,1.0,33,33,26.0,0,3,0,0,0,0
7732 1st Street,1689000,4697,,6.0,2.0,house,,freehold nonstrata,forced air,,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,east burnaby,8 days,492.0,r2766779,rebgv,0.00 feet,,1958,,0.0,,,65.0,0,2,0,0,-1,0
8338 Hollis Place,1799900,5404,,5.0,3.0,house,,freehold nonstrata,forced air,cul-de-sac,air conditioning,washer/dryer/fridge/stove/dishwasher,south slope,8 days,461.0,r2766686,rebgv,0.00 feet,,1976,,0.0,,,47.0,1,2,1,0,0,0
6578 Union Street,1825000,5123,,4.0,2.0,house,,freehold nonstrata,"forced air,natural gas",,"recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",sperling-duthie,8 days,394.0,r2766671,rebgv,50.00 feet,6430,1968,128.6,1.0,50,50,55.0,0,2,0,0,-1,0
1571 Cliff Avenue,1680000,5459,,6.0,4.0,house,,freehold nonstrata,"baseboard,hot water,natural gas",,,"refrigerator, washer/dryer/fridge/stove/dishwasher",sperling-duthie,8 days,1533.0,r2766570,rebgv,60.00 feet,7200,1971,120,1.0,60,60,52.0,0,2,0,0,-1,0
647 E Columbia Street,1449500,5011,,2.0,1.0,house,,freehold nonstrata,,,,,the crest,8 days,166.0,r2766239,rebgv,55.00 feet,,1951,,1.0,,,72.0,1,-1,0,0,-1,0
6451 Marine Drive,1399000,3189,,6.0,2.0,house,,freehold nonstrata,forced air,oven - built in,,"clothes washer/dryer, range top, refrigerator",big bend,9 days,859.0,r2766371,rebgv,60.00 feet,,1961,,0.0,,,62.0,0,2,0,0,0,0
7625 Aubrey Street,3299000,6115,,5.0,3.0,house,,freehold nonstrata,baseboard,"garage door opener, oven - built in, vacuum - built in","storage, swimming pool equipment, workshop attached","clothes dryer, clothes washer, dishwasher, in suite laundry, microwave, refrigerator, stove",simon fraser university,11 days,354.0,r2766124,rebgv,0.00 feet,8228,1986,0,1.0,0,0,37.0,0,2,1,0,1,0
5155 Grafton Court,2499990,5433,,6.0,4.0,house,,freehold nonstrata,"forced air,natural gas","cul-de-sac, drapes/window coverings","recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,forest glen,13 days,185.0,r2766107,rebgv,60.00 feet,6900,1958,115,0.0,60,60,65.0,0,2,0,0,0,0
1523 Rosser Avenue,1990000,5216,,3.0,2.0,house,,freehold nonstrata,"forced air,natural gas",,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,willingdon heights,13 days,269.0,r2766028,rebgv,50.00 feet,6100,1948,122,0.0,50,50,75.0,1,-1,1,0,-1,0
8010 Reigate Road,2688000,5973,,6.0,3.0,house,,freehold nonstrata,"electric,radiant","drapes/window coverings, garage door opener, garden","recreation nearby, shopping nearby, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",burnaby lake,13 days,243.0,r2765811,rebgv,0.00 feet,7810,1988,122.6,1.0,0,0,35.0,0,2,1,0,1,0
2925 Noel Drive,1799000,5097,,4.0,2.0,house,,freehold nonstrata,forced air,,"recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,sullivan heights,15 days,879.0,r2765117,rebgv,60.00 feet,9409,1958,156.5,0.0,60,60,65.0,0,2,0,0,-1,0
7038 Mawhinney Close,3450000,6070,,8.0,6.0,house,,freehold nonstrata,"heat recovery ventilator, hot water,natural gas,radiant","garden, heat recovery ventilator, oven - built in, vacuum - built in","air conditioning, central air conditioning, golf course nearby, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",montecito,15 days,328.0,r2765150,rebgv,60.00 feet,11668,2023,202.00,1.0,60,60,0.0,0,2,1,0,0,0
5070 Lorraine Avenue,1948000,5177,,4.0,2.0,house,,freehold nonstrata,"forced air,natural gas","drapes/window coverings, garden, storage shed","recreation nearby, shopping nearby","refrigerator, stove",central park,16 days,161.0,r2764690,rebgv,53.00 feet,5830,1955,110,0.0,53,53,68.0,1,-1,1,0,0,0
21 N Grosvenor Avenue,2180000,5339,,4.0,3.0,house,,freehold nonstrata,radiant,oven - built in,,"microwave, washer/dryer/fridge/stove/dishwasher",capitol hill,16 days,252.0,r2764753,rebgv,33.00 feet,4016,1994,122,1.0,33,33,29.0,0,2,1,0,0,0
4676 Clinton Street,1699800,5005,,5.0,1.0,house,,freehold nonstrata,"forced air,natural gas","cul-de-sac, drapes/window coverings","golf course nearby, recreation nearby, shopping nearby","refrigerator, stove",south slope,16 days,1191.0,r2764615,rebgv,67.00 feet,7504,1953,112,1.0,67,67,70.0,0,2,0,0,0,0
5655 Patrick Street,1995000,5116,,3.0,2.0,house,,freehold nonstrata,forced air,drapes/window coverings,"golf course nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,south slope,16 days,135.0,r2764577,rebgv,53.00 feet,6042,1954,0.00,0.0,53,53,69.0,0,3,0,0,0,0
4926 Beamish Court,2258000,6531,,5.0,3.0,house,,freehold nonstrata,"baseboard,electric,hot water","fireplace insert, garage door opener",shopping nearby,"microwave, washer/dryer/fridge/stove/dishwasher",forest glen,16 days,798.0,r2764729,rebgv,69.00 feet,9325,1977,135.14,1.0,69,69,46.0,0,2,0,0,1,0
