1609 8333 Sweet Avenue,"$998,000",,,,,,,,,,,,,,,,,,,,,,
12299 Buchanan Street,"$1,999,000","$4,686",,4,2,house,,freehold nonstrata,2 storey,"natural gas,radiant","cul-de-sac, garage door opener","golf course nearby, marina nearby, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",steveston south,1 day,80,r2769418,rebgv,33.46 feet,33 ft x 98 ft (3294 ft²),built in 2004 (19 yrs old),98.42,1
307 6651 Lynas Lane,"$525,000","$1,229",$568,2,1,apt/condo,,freehold strata,1 storey,electric,"drapes/window coverings, elevator","recreation nearby, shopping nearby","dishwasher, refrigerator, stove",riverdale,23 days,439,r2762738,rebgv,,,built in 1981 (42 yrs old),,0
7480 Manning Court,"$4,390,000","$10,221",,5,4,house,,freehold nonstrata,2 storey,"natural gas,radiant","oven - built in, security system, sprinkler - inground, vaulted ceiling, wet bar",air conditioning,"microwave, washer/dryer/fridge/stove/dishwasher",broadmoor,65 days,1370,r2752454,rebgv,80.00 feet,11170 ft²,built in 2015 (8 yrs old),,3
8280 Osgoode Drive,"$1,690,000","$5,410",,6,3,house,,freehold nonstrata,2 storey,forced air,,"recreation nearby, shopping nearby",clothes washer/dryer,saunders,1 day,87,r2769380,rebgv,60.00 feet,60 ft x 139 ft (8050 ft²),built in 1976 (47 yrs old),139,0
5 22600 Gilley Road,"$988,000","$2,353",$270,3,2,townhouse,,freehold strata,3 storey,"baseboard,electric","drapes/window coverings, garage door opener, garden","golf course nearby, recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",hamilton,24 days,666,r2762410,rebgv,,,built in 2020 (3 yrs old),,1
122 7297 Moffatt Road,"$569,900","$1,282",$325,2,1,apt/condo,,freehold strata,1 storey,"baseboard,electric","drapes/window coverings, elevator, garden","bike room, exercise room, hot tub, recreation nearby, shared laundry, shopping nearby, storage, wheelchair access","dishwasher, refrigerator, stove",brighouse,16 days,551,r2764888,rebgv,,,built in 1982 (41 yrs old),,0
1 5191 Steveston Highway,"$1,749,000","$4,281",$498,5,3,townhouse,,freehold strata,3 storey,"baseboard,electric","garage door opener, garden, smoke alarm, sprinkler - fire","air conditioning, recreation nearby, shopping nearby","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",steveston north,1 day,57,r2769289,rebgv,,,built in 2021 (2 yrs old),,1
36 8551 General Currie Road,"$1,288,000","$2,744",$564,4,2,townhouse,,freehold strata,2 storey,"hot water,radiant","drapes/window coverings, garage door opener",air conditioning,in suite laundry,brighouse south,25 days,1087,r2762348,rebgv,,,built in 1989 (34 yrs old),,1
606 3268 Carscallen Road,"$1,139,900",$0,$484,3,2,apt/condo,,freehold strata,"corner unit,upper unit","forced air,heat pump","garden, oven - built in","air conditioning, central air conditioning, exercise room, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",west cambie,97 days,566,r2745736,rebgv,,,built in 2021 (2 yrs old),,0
22 11511 Steveston Highway,"$1,195,000","$2,615",$301,3,2,townhouse,,freehold strata,"2 storey,corner unit","electric,heat pump",drapes/window coverings,"air conditioning, central air conditioning, recreation nearby, shopping nearby","in suite laundry, microwave, refrigerator, washer/dryer/fridge/stove/dishwasher",ironwood,1 day,42,r2769314,rebgv,,,built in 2007 (16 yrs old),,1
401 8171 Saba Road,"$710,000","$1,725",$356,3,2,apt/condo,,freehold strata,1 storey,"baseboard,electric","drapes/window coverings, elevator, garage door opener, garden, hot water dispenser, humidifier, oven - built in, smoke alarm, windows - storm","central air conditioning, exercise room, recreation nearby, sauna, shopping nearby, storage","freezer, in suite laundry, washer/dryer/fridge/stove/dishwasher",brighouse,25 days,1492,r2762278,rebgv,,,built in 1998 (25 yrs old),,0
5700 Smith Drive,"$1,749,000","$5,602",,6,5,house,,freehold nonstrata,2 storey,"baseboard,hot water","cul-de-sac, drapes/window coverings","golf course nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,hamilton,1 day,93,r2769224,rebgv,59.00 feet,12579 ft²,built in 2003 (20 yrs old),,0
1206 3268 Carscallen Road,"$1,049,900",$0,$426,2,2,apt/condo,,freehold strata,upper unit,"forced air,heat pump","garden, oven - built in","air conditioning, central air conditioning, exercise room, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher",west cambie,97 days,482,r2745742,rebgv,,,built in 2021 (2 yrs old),,0
82 10199 River Drive,"$1,430,000","$3,535",$584,4,3,townhouse,,freehold strata,3 storey w/bsmt.,"geothermal,heat pump","garden, security system","air conditioning, exercise room, hot tub, marina nearby, recreation nearby",washer/dryer/fridge/stove/dishwasher,bridgeport,25 days,963,r2762402,rebgv,,,built in 2020 (3 yrs old),,1
