1105 652 Whiting Way,"$550,000","$1,648",$317,1,1,apt/condo,,freehold strata,inside unit,electric,"drapes/window coverings, elevator, garage door opener, garden","bike room, exercise room, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",coquitlam west,8 days,258,r2767067,rebgv,,,built in 2020 (3 yrs old),,0
1308 Sherman Street,"$1,575,000","$3,962",,4,3,house,,freehold nonstrata,2 storey,forced air,"drapes/window coverings, storage shed","shopping nearby, storage","microwave, washer/dryer/fridge/stove/dishwasher",canyon springs,16 days,2241,r2765035,rebgv,0.00 feet,0 ft x 0 ft (4036 ft²),built in 1987 (36 yrs old),0,0
503 516 Foster Avenue,"$688,800","$2,001",$309,2,1,apt/condo,,freehold strata,1 storey,"baseboard,electric","elevator, oven - built in, sprinkler - fire","exercise room, golf course nearby, recreation nearby, shopping nearby","clothes washer/dryer, in suite laundry, microwave, range top",coquitlam west,3 days,173,r2768598,rebgv,,,built in 2019 (4 yrs old),,0
1106 Grover Avenue,"$3,488,000","$4,504",,7,7,house,,freehold nonstrata,2 storey w/bsmt.,heat pump,"garage door opener, oven - built in","air conditioning, golf course nearby, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher, wine cooler",central coquitlam,8 days,642,r2766859,rebgv,63.00 feet,63 ft x 125 ft (7875 ft²),built in 2023 (0 yrs old),125,2
1106 Grover Avenue,"$3,488,000","$4,504",,7,7,house,,freehold nonstrata,2 storey w/bsmt.,heat pump,"garage door opener, oven - built in","air conditioning, golf course nearby, recreation nearby, shopping nearby","microwave, washer/dryer/fridge/stove/dishwasher, wine cooler",central coquitlam,8 days,642,r2766859,rebgv,63.00 feet,63 ft x 125 ft (7875 ft²),built in 2023 (0 yrs old),125,2
221 750 Dogwood Street,"$795,000",$0,$362,3,2,apt/condo,,freehold strata,"corner unit,upper unit",electric,"drapes/window coverings, elevator, garage door opener, garden","exercise room, golf course nearby, recreation nearby, shopping nearby, storage","in suite laundry, washer/dryer/fridge/stove/dishwasher",coquitlam west,9 days,889,r2766809,rebgv,,,built in 2022 (1 yrs old),,0
103 1423 Brunette Avenue,"$599,900","$1,779",$366,2,2,townhouse,,freehold strata,ground level unit,"electric,natural gas","drapes/window coverings, garden, pantry, security system","recreation nearby, shopping nearby, storage","in suite laundry, microwave, washer/dryer/fridge/stove/dishwasher",maillardville,9 days,827,r2765263,rebgv,,,built in 1998 (25 yrs old),,0
204 1154 Westwood Street,"$630,000","$1,792",$435,2,2,apt/condo,,freehold strata,corner unit,"electric,natural gas",,,"clothes washer/dryer, in suite laundry",north coquitlam,9 days,635,r2766682,rebgv,,,built in 1991 (32 yrs old),,0
114 617 Smith Avenue,"$599,000","$1,942",$335,2,1,apt/condo,,freehold strata,ground level unit,electric,elevator,"storage, wheelchair access","in suite laundry, washer/dryer/fridge/stove/dishwasher",coquitlam west,9 days,942,r2766664,rebgv,,,built in 2013 (10 yrs old),,0
2642 Marble Court,"$1,988,800","$5,072",,5,3,house,,freehold nonstrata,2 storey w/bsmt.,"forced air,natural gas","cul-de-sac, drapes/window coverings, garage door opener, security system, storage shed, vaulted ceiling","air conditioning, golf course nearby, recreation nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,westwood plateau,9 days,1064,r2766637,rebgv,0.00 feet,0 ft x 0 ft (7961 ft²),built in 1993 (30 yrs old),0,1
1150 Madore Avenue,"$1,999,000","$5,601",,4,2,house,,freehold nonstrata,rancher/bungalow w/bsmt.,,,"recreation nearby, shopping nearby",,central coquitlam,9 days,241,r2766561,rebgv,70.00 feet,70 ft x 115 ft (8050 ft²),built in 1960 (63 yrs old),115,0
832 Wyvern Avenue,"$2,899,000","$7,582",,6,6,house,,freehold nonstrata,2 storey w/bsmt.,,,,,coquitlam west,9 days,478,r2766412,rebgv,57.00 feet,57 ft x 109 ft (6036 ft²),built in 2021 (2 yrs old),109,0
949 Lillian Street,"$3,288,000","$8,463",,8,5,house,,freehold nonstrata,2 storey,,,,,harbour chines,9 days,302,r2766411,rebgv,98.00 feet,98 ft x 224 ft (21728 ft²),built in 1948 (75 yrs old),224,0
3277 Plateau Boulevard,"$1,650,000","$4,987",,5,3,duplex,,freehold nonstrata,2 storey w/bsmt.,radiant,,"golf course development, golf course nearby, recreation nearby",washer/dryer/fridge/stove/dishwasher,westwood plateau,9 days,811,r2766377,rebgv,,4956 ft²,built in 1999 (24 yrs old),,1
2501 901 Lougheed Highway,"$849,999",$0,$0,2,2,apt/condo,,freehold strata,"penthouse,upper unit","baseboard,electric",elevator,"air conditioning, bike room, central air conditioning, exercise room, golf course nearby, shopping nearby",washer/dryer/fridge/stove/dishwasher,maillardville,13 days,167,r2765970,rebgv,,,built in 2023 (0 yrs old),,0
3103 3080 Lincoln Avenue,"$628,000","$1,899",$252,1,1,apt/condo,,freehold strata,corner unit,baseboard,"elevator, garden",sauna,,north coquitlam,13 days,221,r2766095,rebgv,,,built in 2016 (7 yrs old),,0
213 617 Smith Avenue,"$549,000","$1,593",$272,1,1,apt/condo,,freehold strata,inside unit,electric,elevator,"recreation nearby, shopping nearby","in suite laundry, washer/dryer/fridge/stove/dishwasher",coquitlam west,13 days,910,r2766119,rebgv,,,built in 2013 (10 yrs old),,0
